"attrition","training_spend","education_level","job_title","gender_male","performance_rating","boss_rating_avg","salary","overtime_per_week","traveldays_per_year","lastpromotion_months","salary_difference"
FALSE,2048,"MSc or MBA","Developer",TRUE,3,3.3,5809,4,9,14,211.516666666657
FALSE,2044,"MSc or MBA","Designer",TRUE,2,4.6,4348,0,4,12,-162.36075949365
FALSE,1736,"BSc","Principal consultant",TRUE,2,3.3,9299,5,31,37,-216.750000000033
FALSE,2119,"BSc","Business analyst",FALSE,2,4.9,3842,8,26,16,-100.767676767697
TRUE,2345,"BSc","Developer",TRUE,2,2.5,5545,5,37,21,-52.4833333333427
FALSE,2114,"BSc","Junior designer",TRUE,4,3.7,4154,0,26,12,-75.2142857143081
FALSE,2087,"BSc","Junior developer",FALSE,4,3.6,4125,5,28,21,-115.976377952762
FALSE,1838,"BSc","Designer",FALSE,3,3.4,4653,10,25,11,142.63924050635
FALSE,2221,"BSc","Junior developer",FALSE,2,3.3,3829,16,21,9,-92.8576388888982
FALSE,1793,"MSc or MBA","Designer",FALSE,2,5,4439,4,26,24,-71.3607594936502
FALSE,1857,"BSc","Business analyst",FALSE,3,2.6,4061,6,25,17,118.232323232302
FALSE,2376,"BSc","Designer",FALSE,5,1.5,5076,4,13,7,228.348484848504
FALSE,1806,"BSc","Junior developer",TRUE,1,3.9,3625,7,9,25,-296.857638888899
FALSE,2211,"BSc","Junior developer",FALSE,4,2.6,4175,2,27,20,-65.976377952762
FALSE,1685,"BSc","Senior developer",TRUE,3,1,6851,1,19,19,127.370370370368
TRUE,1911,"BSc","Junior designer",TRUE,2,2.2,3837,4,21,31,-93.969111969137
FALSE,1982,"BSc","Business analyst",FALSE,4,2.5,4295,5,27,4,53.1111111110931
TRUE,1708,"DSc or PhD","Developer",FALSE,2,2.8,5495,1,17,37,-102.483333333343
FALSE,1841,"MSc or MBA","Consultant",TRUE,3,2.7,7473,10,31,21,148.042857142836
FALSE,1993,"MSc or MBA","Developer",FALSE,2,4.1,5566,4,14,19,-31.4833333333427
TRUE,1587,"BSc","Junior designer",FALSE,3,4.6,3973,1,37,27,42.0308880308621
FALSE,1913,"MSc or MBA","Developer",TRUE,4,4.7,6029,1,23,29,-18.7714285714428
TRUE,2189,"BSc","Junior developer",TRUE,3,2.7,4010,7,20,3,88.1423611111009
FALSE,1865,"MSc or MBA","Designer",FALSE,2,3.6,4388,7,13,9,-122.36075949365
FALSE,2057,"MSc or MBA","Senior designer",TRUE,3,3.6,6891,6,8,37,141.909090909119
FALSE,2123,"BSc","Junior developer",FALSE,3,3,4113,7,22,7,191.142361111101
TRUE,2067,"MSc or MBA","Designer",FALSE,4,2.2,4758,13,22,13,-89.6515151514959
FALSE,1897,"BSc","Junior designer",FALSE,1,3.3,3653,4,23,34,-277.969111969137
TRUE,1339,"MSc or MBA","Developer",TRUE,4,3,5971,5,19,13,-76.7714285714428
FALSE,2445,"BSc","Junior designer",TRUE,4,3,4186,9,28,14,-43.2142857143081
TRUE,2072,"BSc","Developer",TRUE,3,2.3,5701,11,28,28,103.516666666657
FALSE,2032,"MSc or MBA","Designer",TRUE,5,3.1,4948,3,16,7,100.348484848504
FALSE,2318,"BSc","Junior designer",TRUE,3,2.5,4040,12,25,13,109.030888030862
FALSE,1820,"BSc","Junior designer",TRUE,3,1.7,4007,3,9,22,76.0308880308621
FALSE,1887,"BSc","Junior developer",TRUE,2,2.1,3842,5,25,18,-79.8576388888982
FALSE,2599,"BSc","Designer",FALSE,3,2.1,4616,4,24,12,105.63924050635
FALSE,2003,"BSc","Business analyst",FALSE,3,1.8,4030,3,26,4,87.232323232302
FALSE,2408,"BSc","Junior designer",TRUE,3,2.7,3971,6,29,13,40.0308880308621
FALSE,1640,"BSc","Designer",TRUE,3,3.2,4668,2,29,26,157.63924050635
TRUE,1952,"BSc","Developer",FALSE,3,1.9,5672,7,32,39,74.5166666666573
FALSE,2075,"MSc or MBA","Junior designer",FALSE,4,2.1,4178,8,15,2,-51.2142857143081
TRUE,1731,"BSc","Designer",TRUE,2,3.3,4386,4,9,18,-124.36075949365
FALSE,2178,"BSc","Junior developer",FALSE,4,2.8,4174,5,19,14,-66.976377952762
FALSE,2271,"MSc or MBA","Junior developer",TRUE,2,4.3,3779,13,7,17,-142.857638888898
TRUE,2309,"BSc","Developer",TRUE,2,2.7,5419,6,31,7,-178.483333333343
FALSE,1690,"BSc","Consultant",FALSE,3,1.5,7431,1,20,9,106.042857142836
FALSE,2114,"MSc or MBA","Developer",FALSE,2,3.3,5440,0,9,26,-157.483333333343
FALSE,2165,"BSc","Business analyst",FALSE,5,2.6,4393,4,4,22,151.111111111093
FALSE,1950,"BSc","Designer",FALSE,3,3.6,4575,6,40,21,64.6392405063498
FALSE,1839,"MSc or MBA","Senior designer",TRUE,4,3.9,7224,1,13,42,-24.3636363636042
FALSE,2041,"BSc","Junior developer",FALSE,3,4.1,4103,1,14,14,181.142361111101
FALSE,2110,"MSc or MBA","Junior developer",TRUE,4,3,4276,2,17,12,35.023622047238
TRUE,2221,"MSc or MBA","Associate",TRUE,5,2.8,5529,10,20,33,90.2307692307859
FALSE,1487,"MSc or MBA","Junior designer",FALSE,4,3.4,4180,1,15,3,-49.2142857143081
FALSE,2109,"MSc or MBA","Associate",FALSE,4,1.4,5490,5,27,24,51.2307692307859
FALSE,2179,"BSc","Developer",TRUE,4,3.1,6016,6,19,25,-31.7714285714428
FALSE,2229,"BSc","Business analyst",FALSE,3,4.3,4121,2,8,23,178.232323232302
FALSE,1335,"BSc","Developer",TRUE,3,4.2,5652,4,5,25,54.5166666666573
FALSE,2278,"MSc or MBA","Senior designer",TRUE,4,2.4,7274,2,10,11,25.6363636363958
FALSE,1879,"BSc","Developer",TRUE,3,1.6,5724,3,11,16,126.516666666657
FALSE,2058,"BSc","Senior designer",FALSE,4,5,7228,11,38,23,-20.3636363636042
TRUE,2218,"BSc","Junior developer",FALSE,3,2.2,4044,13,14,51,122.142361111101
FALSE,1913,"BSc","Business analyst",FALSE,2,2.9,3868,4,36,24,-74.7676767676971
FALSE,2130,"BSc","Junior designer",FALSE,2,2.8,3754,4,9,11,-176.969111969137
FALSE,1902,"BSc","Business analyst",TRUE,1,3.2,3707,7,22,19,-235.767676767698
FALSE,1727,"MSc or MBA","Junior developer",TRUE,2,3.9,3825,5,4,5,-96.8576388888982
FALSE,2303,"BSc","Junior designer",TRUE,4,2.2,4260,2,5,25,30.7857142856919
FALSE,2185,"BSc","Junior developer",TRUE,5,2.9,4313,8,3,21,72.023622047238
FALSE,2431,"MSc or MBA","Associate",FALSE,5,2.4,5605,2,21,23,166.230769230786
FALSE,2016,"BSc","Business analyst",FALSE,4,4,4108,7,16,29,-133.888888888907
FALSE,2281,"BSc","Senior designer",TRUE,3,4.7,6902,6,21,21,152.909090909119
TRUE,2494,"BSc","Business analyst",FALSE,3,2.4,3926,3,22,14,-16.767676767698
FALSE,1930,"BSc","Business analyst",TRUE,3,2.5,4104,4,27,29,161.232323232302
TRUE,1669,"BSc","Junior designer",FALSE,3,3.5,3977,15,15,17,46.0308880308621
FALSE,1940,"MSc or MBA","Designer",TRUE,1,4.5,4201,8,41,5,-309.36075949365
FALSE,1946,"BSc","Business analyst",TRUE,2,3.6,3927,3,35,21,-15.7676767676971
TRUE,2038,"BSc","Associate",FALSE,3,3.2,5199,4,14,11,115.655172413805
TRUE,2428,"BSc","Junior designer",FALSE,3,1.8,3977,4,14,26,46.0308880308621
FALSE,1918,"MSc or MBA","Designer",FALSE,4,1.5,4720,0,14,35,-127.651515151496
FALSE,1943,"BSc","Associate",TRUE,2,3.4,4934,3,1,12,-149.344827586195
FALSE,2005,"BSc","Business analyst",FALSE,4,3,4200,2,23,7,-41.8888888889069
FALSE,2079,"BSc","Developer",FALSE,2,2.9,5441,2,7,5,-156.483333333343
FALSE,2332,"MSc or MBA","Developer",TRUE,2,3.8,5458,14,10,12,-139.483333333343
FALSE,2030,"BSc","Business analyst",FALSE,3,2.8,3927,7,28,20,-15.767676767698
FALSE,2178,"MSc or MBA","Junior developer",TRUE,4,4.3,4110,5,30,22,-130.976377952762
FALSE,2195,"BSc","Designer",FALSE,1,2.3,4112,1,17,18,-398.36075949365
FALSE,2229,"BSc","Junior designer",TRUE,3,3,4011,2,23,22,80.0308880308621
FALSE,2407,"MSc or MBA","Associate",TRUE,4,1.5,5430,6,11,11,-8.76923076921412
FALSE,1974,"BSc","Junior designer",TRUE,1,1.3,3637,5,10,22,-293.969111969137
FALSE,2351,"BSc","Consultant",TRUE,5,2.5,8036,0,23,16,171.736842105241
FALSE,2324,"BSc","Junior designer",FALSE,1,2.9,3625,5,25,29,-305.969111969137
FALSE,1728,"MSc or MBA","Junior designer",TRUE,4,3.2,4263,5,25,27,33.7857142856919
FALSE,1660,"BSc","Developer",FALSE,4,4.5,5902,0,15,25,-145.771428571443
FALSE,2045,"BSc","Junior designer",FALSE,2,2.7,3813,7,22,9,-117.969111969137
FALSE,2041,"MSc or MBA","Developer",FALSE,2,3.6,5503,1,14,7,-94.4833333333427
FALSE,2091,"MSc or MBA","Developer",TRUE,4,2.6,6079,9,24,27,31.2285714285572
FALSE,1850,"BSc","Junior designer",TRUE,2,1.4,3946,4,17,18,15.030888030863
FALSE,1752,"BSc","Junior designer",FALSE,1,1.1,3612,1,39,9,-318.969111969137
FALSE,2188,"BSc","Business analyst",TRUE,2,2.6,3849,0,12,18,-93.7676767676971
TRUE,1976,"MSc or MBA","Developer",TRUE,3,2.7,5774,2,41,28,176.516666666657
FALSE,1776,"MSc or MBA","Designer",FALSE,4,3,4724,1,23,27,-123.651515151496
TRUE,2038,"MSc or MBA","Principal consultant",FALSE,3,3.8,9684,8,29,31,168.249999999967
FALSE,1980,"MSc or MBA","Principal consultant",TRUE,1,4.3,8928,7,17,34,-587.750000000033
FALSE,2054,"MSc or MBA","Business analyst",FALSE,3,3.9,4053,3,24,29,110.232323232302
TRUE,2221,"BSc","Associate",FALSE,3,1.8,5080,11,33,33,-3.3448275861947
FALSE,2051,"MSc or MBA","Consultant",FALSE,3,2.1,7482,4,32,15,157.042857142836
FALSE,1846,"MSc or MBA","Senior designer",TRUE,4,2.1,7287,9,15,33,38.6363636363958
TRUE,1740,"BSc","Junior designer",TRUE,4,2.7,4109,10,33,5,-120.214285714308
FALSE,1954,"MSc or MBA","Lead designer",TRUE,4,4.1,8990,6,26,9,-4.33333333329756
FALSE,2242,"MSc or MBA","Associate",FALSE,3,3.5,5125,2,33,17,41.6551724138053
FALSE,1973,"MSc or MBA","Developer",FALSE,3,2.2,5716,6,23,25,118.516666666657
TRUE,1825,"BSc","Junior developer",FALSE,2,2.5,3805,0,26,30,-116.857638888898
FALSE,1931,"BSc","Designer",TRUE,4,4.1,4751,4,24,2,-96.6515151514959
TRUE,2279,"BSc","Developer",TRUE,2,1.3,5514,3,11,36,-83.4833333333427
FALSE,2138,"MSc or MBA","Senior developer",TRUE,4,2.6,7242,8,14,33,-4.23333333333358
TRUE,2309,"MSc or MBA","Junior designer",FALSE,2,2.6,3893,15,22,15,-37.969111969137
FALSE,2035,"MSc or MBA","Senior developer",TRUE,4,2.4,7102,2,8,22,-144.233333333334
FALSE,2103,"BSc","Junior developer",FALSE,4,3,4203,3,25,9,-37.976377952762
FALSE,2151,"MSc or MBA","Associate",TRUE,3,1.8,5221,6,23,21,137.655172413805
FALSE,1645,"MSc or MBA","Developer",FALSE,2,4.3,5429,6,26,11,-168.483333333343
FALSE,2486,"MSc or MBA","Principal consultant",TRUE,3,2.3,9859,0,20,24,343.249999999967
FALSE,2200,"BSc","Business analyst",TRUE,2,3.5,3809,3,27,21,-133.767676767697
TRUE,2090,"MSc or MBA","Consultant",TRUE,3,1.5,7429,3,27,13,104.042857142836
FALSE,1932,"BSc","Junior designer",TRUE,2,2.7,3826,1,24,24,-104.969111969137
FALSE,1883,"BSc","Business analyst",FALSE,3,2.2,4045,4,27,21,102.232323232302
FALSE,2176,"MSc or MBA","Developer",FALSE,5,3.3,6293,5,33,9,245.228571428557
FALSE,1701,"MSc or MBA","Associate",TRUE,4,4.5,5430,2,12,32,-8.76923076921412
FALSE,2217,"BSc","Junior developer",TRUE,3,3.7,4103,6,20,14,181.142361111101
FALSE,2216,"BSc","Designer",FALSE,3,2.2,4618,9,7,20,107.63924050635
FALSE,1700,"MSc or MBA","Associate",FALSE,3,2.5,5214,5,25,31,130.655172413805
FALSE,2608,"BSc","Senior developer",TRUE,5,2.3,7487,9,15,29,240.766666666666
FALSE,1861,"BSc","Senior developer",TRUE,3,3,6843,4,10,13,119.370370370368
FALSE,2211,"MSc or MBA","Associate",FALSE,3,3.3,5153,2,17,2,69.6551724138053
TRUE,1804,"BSc","Junior developer",TRUE,3,2.5,3943,5,24,25,21.1423611111009
FALSE,2278,"BSc","Junior developer",FALSE,3,2.3,4029,4,30,15,107.142361111101
FALSE,2062,"MSc or MBA","Business analyst",FALSE,4,2.2,4239,3,23,17,-2.88888888890688
FALSE,2413,"BSc","Senior designer",FALSE,3,2,6830,5,18,15,80.9090909091192
FALSE,1635,"BSc","Senior designer",TRUE,3,2.6,6897,1,21,17,147.909090909119
FALSE,1987,"BSc","Developer",TRUE,2,2.6,5453,1,46,12,-144.483333333343
FALSE,1868,"MSc or MBA","Business analyst",FALSE,4,3.9,4153,14,15,13,-88.8888888889069
FALSE,1951,"MSc or MBA","Business analyst",TRUE,3,3.4,4023,7,2,14,80.232323232302
TRUE,1843,"MSc or MBA","Junior designer",TRUE,2,2.6,3826,15,6,28,-104.969111969137
FALSE,1792,"BSc","Developer",FALSE,3,2.6,5824,3,20,4,226.516666666657
FALSE,2371,"BSc","Developer",FALSE,3,3.2,5664,7,26,26,66.5166666666573
TRUE,1703,"BSc","Business analyst",TRUE,2,2.3,3855,9,14,18,-87.7676767676971
FALSE,2025,"MSc or MBA","Junior developer",FALSE,3,1.7,3998,2,19,2,76.1423611111009
FALSE,2133,"MSc or MBA","Junior developer",TRUE,4,4.4,4192,3,26,8,-48.976377952762
FALSE,2147,"MSc or MBA","Developer",FALSE,3,2.8,5714,4,22,18,116.516666666657
FALSE,1925,"BSc","Consultant",TRUE,4,3,7754,1,14,19,-110.263157894759
FALSE,2020,"MSc or MBA","Developer",FALSE,4,3.2,6090,6,14,14,42.2285714285572
FALSE,2240,"MSc or MBA","Associate",FALSE,3,3.2,5193,5,37,14,109.655172413805
TRUE,1636,"BSc","Developer",FALSE,2,3.6,5519,8,15,20,-78.4833333333427
FALSE,1805,"BSc","Business analyst",FALSE,2,2.6,3770,2,39,5,-172.767676767697
FALSE,2080,"MSc or MBA","Associate",FALSE,4,4,5455,2,21,12,16.2307692307859
FALSE,1889,"BSc","Designer",TRUE,4,3.2,4876,1,24,6,28.3484848485041
FALSE,2168,"BSc","Junior developer",TRUE,4,1.9,4285,13,21,1,44.023622047238
FALSE,1623,"DSc or PhD","Consultant",TRUE,1,2.9,6918,7,32,18,-406.957142857163
FALSE,2007,"BSc","Junior designer",FALSE,2,3.2,3882,8,7,13,-48.969111969137
FALSE,1921,"MSc or MBA","Business analyst",FALSE,2,3.1,3927,7,37,12,-15.7676767676971
TRUE,1974,"MSc or MBA","Junior designer",FALSE,1,2.1,3710,0,33,24,-220.969111969137
FALSE,1705,"MSc or MBA","Associate",FALSE,4,3.5,5343,1,32,5,-95.7692307692141
FALSE,2125,"BSc","Junior designer",FALSE,3,3.1,4088,6,31,17,157.030888030862
FALSE,1740,"BSc","Junior designer",TRUE,4,2.8,4256,5,51,17,26.7857142856919
FALSE,1943,"MSc or MBA","Junior designer",TRUE,3,2.6,3986,4,13,11,55.0308880308621
FALSE,2095,"BSc","Junior designer",TRUE,4,4.3,4183,1,36,20,-46.2142857143081
TRUE,1804,"BSc","Junior designer",TRUE,2,2.5,3828,4,22,26,-102.969111969137
TRUE,2146,"MSc or MBA","Junior designer",TRUE,4,3.1,4110,4,11,13,-119.214285714308
FALSE,1671,"MSc or MBA","Junior developer",TRUE,2,3.4,3900,1,14,11,-21.8576388888982
FALSE,1298,"MSc or MBA","Designer",TRUE,2,3.8,4314,7,3,37,-196.36075949365
FALSE,2116,"BSc","Business analyst",FALSE,4,3.7,4227,1,31,16,-14.8888888889069
FALSE,2210,"MSc or MBA","Consultant",TRUE,4,2.5,7712,6,33,24,-152.263157894759
TRUE,1929,"MSc or MBA","Developer",TRUE,2,2.6,5566,3,31,26,-31.4833333333427
FALSE,2126,"DSc or PhD","Senior designer",TRUE,4,4,7259,10,40,16,10.6363636363958
TRUE,1711,"MSc or MBA","Senior developer",TRUE,3,2.8,6994,8,19,32,270.370370370368
FALSE,1968,"BSc","Developer",TRUE,3,3.8,5674,3,28,13,76.5166666666573
TRUE,1515,"MSc or MBA","Junior developer",FALSE,2,1,3916,1,20,19,-5.85763888889824
TRUE,2465,"MSc or MBA","Designer",FALSE,2,2.9,4417,3,15,15,-93.3607594936502
FALSE,2269,"BSc","Senior developer",TRUE,3,3.2,6868,7,8,9,144.370370370368
FALSE,1993,"MSc or MBA","Junior designer",TRUE,3,2.3,4057,7,24,1,126.030888030862
FALSE,1992,"BSc","Junior developer",FALSE,3,3.7,3952,6,9,18,30.1423611111009
FALSE,2198,"BSc","Developer",TRUE,5,2.1,6309,5,19,17,261.228571428557
TRUE,1947,"MSc or MBA","Junior developer",TRUE,4,2.7,4100,7,32,29,-140.976377952762
FALSE,1836,"BSc","Associate",TRUE,4,2.9,5379,5,24,13,-59.7692307692141
FALSE,1647,"MSc or MBA","Junior designer",TRUE,3,2.8,3991,4,9,16,60.0308880308621
FALSE,1925,"BSc","Junior developer",TRUE,2,3,3904,5,21,15,-17.8576388888982
FALSE,1901,"BSc","Junior developer",FALSE,3,2.8,3943,2,7,36,21.1423611111009
FALSE,2422,"MSc or MBA","Associate",TRUE,3,3.1,5260,9,33,34,176.655172413805
FALSE,1996,"MSc or MBA","Developer",TRUE,2,2.9,5433,4,16,13,-164.483333333343
FALSE,1350,"DSc or PhD","Developer",FALSE,3,2.4,5673,9,15,16,75.5166666666573
FALSE,1887,"BSc","Junior designer",FALSE,2,4.1,3845,1,23,12,-85.969111969137
FALSE,1831,"MSc or MBA","Junior designer",TRUE,4,3.2,4215,8,37,9,-14.2142857143081
FALSE,1694,"BSc","Junior designer",FALSE,3,2.7,3942,4,10,10,11.0308880308621
FALSE,1646,"BSc","Junior developer",TRUE,4,3.9,4256,5,30,21,15.023622047238
TRUE,2080,"MSc or MBA","Junior designer",TRUE,4,1.2,4225,4,17,14,-4.21428571430806
FALSE,2212,"BSc","Senior designer",FALSE,3,2,6919,1,4,16,169.909090909119
FALSE,2045,"BSc","Junior designer",FALSE,4,1.5,4285,10,24,18,55.7857142856919
FALSE,2043,"BSc","Junior designer",FALSE,5,1.2,4446,5,28,17,216.785714285692
FALSE,1734,"BSc","Designer",FALSE,2,2.7,4305,7,11,11,-205.36075949365
FALSE,2522,"BSc","Lead developer",TRUE,3,4,9180,8,33,10,176.499999999909
FALSE,1830,"MSc or MBA","Junior designer",TRUE,2,4.6,3948,2,22,15,17.030888030863
FALSE,2133,"BSc","Junior designer",FALSE,4,3.7,4198,3,31,43,-31.2142857143081
FALSE,2078,"BSc","Developer",TRUE,2,3,5408,8,4,0,-189.483333333343
FALSE,1514,"BSc","Business analyst",TRUE,3,2.2,3942,4,2,17,-0.767676767698049
FALSE,1971,"MSc or MBA","Business analyst",FALSE,2,2.7,3950,10,18,12,7.23232323230286
FALSE,2285,"BSc","Business analyst",TRUE,3,3.1,3945,3,5,11,2.23232323230195
FALSE,2159,"MSc or MBA","Associate",TRUE,5,5,5672,4,21,18,233.230769230786
FALSE,1877,"MSc or MBA","Senior developer",TRUE,2,2.9,6682,10,17,22,-41.6296296296305
FALSE,1791,"MSc or MBA","Junior designer",FALSE,2,3.8,3825,15,5,16,-105.969111969137
FALSE,2068,"BSc","Junior designer",FALSE,3,3.4,4036,3,26,4,105.030888030862
FALSE,2039,"DSc or PhD","Designer",FALSE,3,1.8,4528,3,39,26,17.6392405063498
FALSE,2157,"BSc","Lead designer",TRUE,2,1.4,8250,4,3,22,-78.076923076871
FALSE,1901,"BSc","Junior developer",FALSE,2,4,3795,7,14,11,-126.857638888898
FALSE,2225,"MSc or MBA","Junior designer",FALSE,4,4.1,4245,9,12,25,15.7857142856919
FALSE,1792,"MSc or MBA","Consultant",FALSE,3,1.2,7415,10,30,20,90.0428571428356
FALSE,1917,"MSc or MBA","Developer",TRUE,2,3.6,5412,9,15,14,-185.483333333343
FALSE,2185,"BSc","Business analyst",FALSE,3,4.3,4084,4,4,21,141.232323232302
FALSE,2247,"MSc or MBA","Developer",TRUE,5,1.5,6266,2,15,14,218.228571428557
FALSE,1515,"BSc","Junior designer",TRUE,3,2.5,3973,5,6,5,42.0308880308621
FALSE,2027,"BSc","Developer",TRUE,2,4.7,5561,6,15,17,-36.4833333333427
TRUE,2152,"BSc","Associate",FALSE,4,3.5,5332,3,11,41,-106.769230769214
FALSE,1637,"BSc","Senior designer",TRUE,2,2.1,6656,9,13,20,-93.090909090879
FALSE,2120,"BSc","Junior developer",FALSE,5,2.4,4349,6,16,13,108.023622047238
FALSE,1793,"BSc","Junior designer",TRUE,1,2,3591,2,12,24,-339.969111969137
FALSE,2135,"BSc","Associate",FALSE,5,3.8,5526,3,17,6,87.2307692307859
FALSE,2192,"BSc","Business analyst",FALSE,4,2.1,4152,9,14,9,-89.8888888889069
FALSE,2216,"BSc","Junior developer",TRUE,4,4,4220,6,15,29,-20.976377952762
TRUE,2492,"BSc","Developer",TRUE,3,2.2,5759,8,16,32,161.516666666657
TRUE,1993,"MSc or MBA","Designer",FALSE,3,4.1,4683,8,17,11,172.63924050635
FALSE,2008,"BSc","Junior developer",TRUE,4,2.4,4293,8,29,20,52.023622047238
TRUE,2142,"BSc","Junior developer",FALSE,3,1.7,4049,8,17,36,127.142361111101
FALSE,2253,"BSc","Junior developer",TRUE,5,4.6,4390,7,22,18,149.023622047238
FALSE,1871,"MSc or MBA","Consultant",TRUE,3,2,7457,6,18,33,132.042857142836
FALSE,1926,"MSc or MBA","Junior designer",TRUE,3,3.1,4013,2,17,22,82.0308880308621
FALSE,2099,"MSc or MBA","Junior developer",FALSE,2,3.4,3818,9,24,38,-103.857638888898
FALSE,1510,"BSc","Developer",FALSE,2,4.2,5416,4,8,7,-181.483333333343
FALSE,1720,"MSc or MBA","Junior designer",FALSE,1,3,3753,0,33,13,-177.969111969137
TRUE,1668,"BSc","Business analyst",TRUE,1,3.1,3770,12,29,27,-172.767676767698
TRUE,1787,"BSc","Senior designer",TRUE,3,1.8,6979,4,32,16,229.909090909119
FALSE,2246,"MSc or MBA","Junior developer",FALSE,3,3.2,4030,5,30,25,108.142361111101
TRUE,1818,"MSc or MBA","Business analyst",FALSE,3,2.1,4060,2,15,20,117.232323232302
FALSE,1751,"BSc","Junior designer",FALSE,4,4,4208,0,33,3,-21.2142857143081
TRUE,1740,"BSc","Developer",TRUE,3,3.9,5689,0,20,28,91.5166666666573
TRUE,1940,"MSc or MBA","Business analyst",TRUE,2,2.5,3831,0,19,15,-111.767676767697
FALSE,2121,"MSc or MBA","Junior designer",FALSE,4,4.3,4122,10,12,15,-107.214285714308
FALSE,1920,"MSc or MBA","Associate",TRUE,3,2.2,5222,12,22,27,138.655172413805
TRUE,1480,"MSc or MBA","Associate",TRUE,2,2.4,4945,4,7,17,-138.344827586195
FALSE,1977,"MSc or MBA","Designer",FALSE,2,1.3,4355,2,25,2,-155.36075949365
TRUE,1803,"MSc or MBA","Junior developer",TRUE,2,2.2,3843,2,42,33,-78.8576388888982
FALSE,2615,"BSc","Designer",FALSE,3,3.1,4504,4,28,26,-6.36075949365022
FALSE,1976,"BSc","Junior developer",FALSE,4,2.2,4122,3,5,15,-118.976377952762
FALSE,2105,"BSc","Associate",FALSE,4,4.9,5488,8,14,14,49.2307692307859
FALSE,1596,"MSc or MBA","Junior developer",TRUE,3,3.1,4101,1,17,20,179.142361111101
FALSE,1818,"MSc or MBA","Designer",FALSE,2,3.9,4456,4,24,12,-54.3607594936502
FALSE,1615,"BSc","Business analyst",TRUE,3,3.4,3996,3,21,14,53.232323232302
FALSE,1827,"BSc","Junior designer",TRUE,2,2.4,3926,2,19,19,-4.96911196913697
FALSE,2030,"BSc","Junior developer",TRUE,4,2.7,4218,7,27,8,-22.976377952762
TRUE,1659,"MSc or MBA","Associate",FALSE,2,2.9,4953,9,27,8,-130.344827586195
FALSE,2072,"BSc","Junior designer",TRUE,3,2,4028,4,10,8,97.0308880308621
FALSE,1774,"MSc or MBA","Business analyst",FALSE,2,4.1,3826,5,17,29,-116.767676767697
FALSE,2187,"BSc","Designer",TRUE,2,2.1,4485,6,10,16,-25.3607594936502
FALSE,1947,"MSc or MBA","Designer",FALSE,3,3.7,4532,1,17,20,21.6392405063498
FALSE,1978,"BSc","Junior developer",TRUE,2,3.7,3846,2,24,8,-75.8576388888982
FALSE,2360,"BSc","Business analyst",TRUE,4,4.2,4212,2,38,15,-29.8888888889069
FALSE,2281,"MSc or MBA","Developer",TRUE,3,2.8,5824,5,39,3,226.516666666657
FALSE,2209,"MSc or MBA","Designer",TRUE,4,2.4,4716,1,28,15,-131.651515151496
FALSE,1928,"MSc or MBA","Junior developer",TRUE,5,2.9,4293,7,32,27,52.023622047238
FALSE,2093,"MSc or MBA","Junior designer",TRUE,3,3.6,4020,0,12,24,89.0308880308621
FALSE,2101,"BSc","Consultant",TRUE,3,4.4,7389,1,1,29,64.0428571428356
FALSE,1740,"MSc or MBA","Associate",FALSE,4,3.6,5474,9,33,22,35.2307692307859
FALSE,1568,"MSc or MBA","Senior designer",TRUE,3,3,6887,11,13,19,137.909090909119
FALSE,2000,"BSc","Business analyst",TRUE,4,2.5,4217,1,26,24,-24.8888888889069
TRUE,2063,"BSc","Developer",FALSE,3,1.7,5694,4,17,27,96.5166666666573
TRUE,2141,"BSc","Developer",TRUE,2,1.2,5421,4,20,14,-176.483333333343
FALSE,2047,"BSc","Developer",TRUE,4,2.8,6001,1,18,13,-46.7714285714428
FALSE,1817,"MSc or MBA","Developer",FALSE,2,2.3,5463,5,7,5,-134.483333333343
FALSE,2247,"MSc or MBA","Developer",FALSE,4,1.8,6073,4,14,18,25.2285714285572
FALSE,2435,"MSc or MBA","Junior developer",TRUE,4,2,4121,9,45,24,-119.976377952762
FALSE,2220,"BSc","Designer",FALSE,3,3.4,4661,3,22,13,150.63924050635
FALSE,1514,"BSc","Developer",FALSE,2,3.6,5491,7,13,22,-106.483333333343
FALSE,2350,"BSc","Junior designer",FALSE,4,3,4219,3,17,19,-10.2142857143081
FALSE,1986,"BSc","Junior designer",FALSE,3,1.2,4117,4,22,22,186.030888030863
FALSE,2131,"MSc or MBA","Junior developer",TRUE,5,3.2,4442,4,23,11,201.023622047238
FALSE,2156,"BSc","Junior designer",FALSE,1,2.3,3638,5,28,14,-292.969111969137
TRUE,1981,"BSc","Designer",TRUE,2,1.7,4428,1,29,18,-82.3607594936502
FALSE,2255,"BSc","Junior developer",TRUE,5,3.1,4415,4,17,22,174.023622047238
FALSE,2178,"BSc","Junior designer",FALSE,2,3,3928,2,19,15,-2.96911196913697
FALSE,2248,"MSc or MBA","Developer",FALSE,3,2.1,5767,2,18,1,169.516666666657
FALSE,2166,"BSc","Designer",TRUE,3,3.6,4634,7,25,6,123.63924050635
FALSE,2052,"BSc","Business analyst",FALSE,5,2.2,4447,9,18,11,205.111111111093
FALSE,2673,"MSc or MBA","Developer",FALSE,4,1.6,5970,2,15,21,-77.7714285714428
FALSE,1879,"BSc","Junior developer",TRUE,3,1.8,4026,5,21,33,104.142361111101
FALSE,2594,"BSc","Designer",TRUE,4,2.7,4799,5,20,16,-48.6515151514959
